p,thetaH,thetaL,objective,feasible
0.5944444444444444,7.800000000000001,7.78,0.0015600000000000002,True
0.5944444444444444,8.9,0.01,0.0017800000000000001,True
0.5944444444444444,8.9,1.12,0.0017800000000000001,True
0.5944444444444444,8.9,2.23,0.0017800000000000001,True
0.5944444444444444,8.9,3.34,0.0017800000000000001,True
0.5944444444444444,8.9,4.45,0.0017800000000000001,True
0.5944444444444444,8.9,5.5600000000000005,0.0017800000000000001,True
0.5944444444444444,8.9,6.67,0.0017800000000000001,True
0.5944444444444444,8.9,7.78,0.0017800000000000001,True
0.5944444444444444,8.9,8.89,0.0017800000000000001,True
0.5944444444444444,10.0,0.01,0.002,True
0.5944444444444444,10.0,1.12,0.002,True
0.5944444444444444,10.0,2.23,0.002,True
0.5944444444444444,10.0,3.34,0.002,True
0.5944444444444444,10.0,4.45,0.002,True
0.5944444444444444,10.0,5.5600000000000005,0.002,True
0.5944444444444444,10.0,6.67,0.002,True
0.5944444444444444,10.0,7.78,0.002,True
0.5944444444444444,10.0,8.89,0.002,True
0.6933333333333332,0.1,0.01,4.295128939825078e-05,True
0.6933333333333332,1.2000000000000002,0.01,0.00024000000000000006,True
0.6933333333333332,1.2000000000000002,1.12,0.00024000000000000006,True
0.6933333333333332,2.3000000000000003,0.01,0.00046000000000000007,True
0.6933333333333332,2.3000000000000003,1.12,0.00046000000000000007,True
0.6933333333333332,2.3000000000000003,2.23,0.00046384,True
0.6933333333333332,3.4000000000000004,0.01,0.0006800000000000002,True
0.6933333333333332,3.4000000000000004,1.12,0.0006800000000000002,True
0.6933333333333332,3.4000000000000004,2.23,0.0006800000000000002,True
0.6933333333333332,3.4000000000000004,3.34,0.0006947199999999999,True
0.6933333333333332,4.5,0.01,0.0009000000000000001,True
0.6933333333333332,4.5,1.12,0.0009000000000000001,True
0.6933333333333332,4.5,2.23,0.0009000000000000001,True
0.6933333333333332,4.5,3.34,0.0009000000000000001,True
0.6933333333333332,4.5,4.45,0.0009256000000000001,True
0.6933333333333332,5.6,0.01,0.00112,True
0.6933333333333332,5.6,1.12,0.00112,True
0.6933333333333332,5.6,2.23,0.00112,True
0.6933333333333332,5.6,3.34,0.00112,True
0.6933333333333332,5.6,4.45,0.00112,True
0.6933333333333332,5.6,5.5600000000000005,0.00115648,True
0.6933333333333332,6.7,0.01,0.00134,True
0.6933333333333332,6.7,1.12,0.00134,True
0.6933333333333332,6.7,2.23,0.00134,True
0.6933333333333332,6.7,3.34,0.00134,True
0.6933333333333332,6.7,4.45,0.00134,True
0.6933333333333332,6.7,5.5600000000000005,0.00134,True
0.6933333333333332,6.7,6.67,0.00138736,True
0.6933333333333332,7.800000000000001,0.01,0.0015600000000000002,True
0.6933333333333332,7.800000000000001,1.12,0.0015600000000000002,True
0.6933333333333332,7.800000000000001,2.23,0.0015600000000000002,True
0.6933333333333332,7.800000000000001,3.34,0.0015600000000000002,True
0.6933333333333332,7.800000000000001,4.45,0.0015600000000000002,True
0.6933333333333332,7.800000000000001,5.5600000000000005,0.0015600000000000002,True
0.6933333333333332,7.800000000000001,6.67,0.0015600000000000002,True
0.6933333333333332,7.800000000000001,7.78,0.00161824,True
0.6933333333333332,8.9,0.01,0.0017800000000000001,True
0.6933333333333332,8.9,1.12,0.0017800000000000001,True
0.6933333333333332,8.9,2.23,0.0017800000000000001,True
0.6933333333333332,8.9,3.34,0.0017800000000000001,True
0.6933333333333332,8.9,4.45,0.0017800000000000001,True
0.6933333333333332,8.9,5.5600000000000005,0.0017800000000000001,True
0.6933333333333332,8.9,6.67,0.0017800000000000001,True
0.6933333333333332,8.9,7.78,0.0017800000000000001,True
0.6933333333333332,8.9,8.89,0.00184912,True
0.6933333333333332,10.0,0.01,0.002,True
0.6933333333333332,10.0,1.12,0.002,True
0.6933333333333332,10.0,2.23,0.002,True
0.6933333333333332,10.0,3.34,0.002,True
0.6933333333333332,10.0,4.45,0.002,True
0.6933333333333332,10.0,5.5600000000000005,0.002,True
0.6933333333333332,10.0,6.67,0.002,True
0.6933333333333332,10.0,7.78,0.002,True
0.6933333333333332,10.0,8.89,0.002,True
0.7922222222222222,0.1,0.01,3.256546397972333e-05,True
0.7922222222222222,1.2000000000000002,0.01,0.00024000000000000006,True
0.7922222222222222,1.2000000000000002,1.12,0.0002661866666666667,True
0.7922222222222222,2.3000000000000003,0.01,0.00046000000000000007,True
0.7922222222222222,2.3000000000000003,1.12,0.00046000000000000007,True
0.7922222222222222,2.3000000000000003,2.23,0.0005299966666666667,True
0.7922222222222222,3.4000000000000004,0.01,0.0006800000000000002,True
0.7922222222222222,3.4000000000000004,1.12,0.0006800000000000002,True
0.7922222222222222,3.4000000000000004,2.23,0.0006800000000000002,True
0.7922222222222222,3.4000000000000004,3.34,0.0007938066666666666,True
0.7922222222222222,4.5,0.01,0.0009000000000000001,True
0.7922222222222222,4.5,1.12,0.0009000000000000001,True
0.7922222222222222,4.5,2.23,0.0009000000000000001,True
0.7922222222222222,4.5,3.34,0.0009000000000000001,True
0.7922222222222222,4.5,4.45,0.0010576166666666667,True
0.7922222222222222,5.6,0.01,0.00112,True
0.7922222222222222,5.6,1.12,0.00112,True
0.7922222222222222,5.6,2.23,0.00112,True
0.7922222222222222,5.6,3.34,0.00112,True
0.7922222222222222,5.6,4.45,0.00112,True
0.7922222222222222,5.6,5.5600000000000005,0.0013214266666666669,True
0.7922222222222222,6.7,0.01,0.00134,True
0.7922222222222222,6.7,1.12,0.00134,True
0.7922222222222222,6.7,2.23,0.00134,True
0.7922222222222222,6.7,3.34,0.00134,True
0.7922222222222222,6.7,4.45,0.00134,True
0.7922222222222222,6.7,5.5600000000000005,0.00134,True
0.7922222222222222,6.7,6.67,0.0015852366666666668,True
0.7922222222222222,7.800000000000001,0.01,0.0015600000000000002,True
0.7922222222222222,7.800000000000001,1.12,0.0015600000000000002,True
0.7922222222222222,7.800000000000001,2.23,0.0015600000000000002,True
0.7922222222222222,7.800000000000001,3.34,0.0015600000000000002,True
0.7922222222222222,7.800000000000001,4.45,0.0015600000000000002,True
0.7922222222222222,7.800000000000001,5.5600000000000005,0.0015600000000000002,True
0.7922222222222222,7.800000000000001,6.67,0.0015852366666666668,True
0.7922222222222222,7.800000000000001,7.78,0.0018490466666666668,True
0.7922222222222222,8.9,0.01,0.0017800000000000001,True
0.7922222222222222,8.9,1.12,0.0017800000000000001,True
0.7922222222222222,8.9,2.23,0.0017800000000000001,True
0.7922222222222222,8.9,3.34,0.0017800000000000001,True
0.7922222222222222,8.9,4.45,0.0017800000000000001,True
0.7922222222222222,8.9,5.5600000000000005,0.0017800000000000001,True
0.7922222222222222,8.9,6.67,0.0017800000000000001,True
0.7922222222222222,8.9,7.78,0.0018490466666666668,True
0.7922222222222222,8.9,8.89,0.002112856666666667,True
0.7922222222222222,10.0,0.01,0.002,True
0.7922222222222222,10.0,1.12,0.002,True
0.7922222222222222,10.0,2.23,0.002,True
0.7922222222222222,10.0,3.34,0.002,True
0.7922222222222222,10.0,4.45,0.002,True
0.7922222222222222,10.0,5.5600000000000005,0.002,True
0.7922222222222222,10.0,6.67,0.002,True
0.7922222222222222,10.0,7.78,0.002,True
0.7922222222222222,10.0,8.89,0.002112856666666667,True
0.8911111111111111,0.1,0.01,2.1954135154914164e-05,True
0.8911111111111111,1.2000000000000002,0.01,0.00024000000000000006,True
0.8911111111111111,1.2000000000000002,1.12,0.0002994133333333334,True
0.8911111111111111,2.3000000000000003,0.01,0.00046000000000000007,True
0.8911111111111111,2.3000000000000003,1.12,0.00046000000000000007,True
0.8911111111111111,2.3000000000000003,2.23,0.0005961533333333334,True
0.8911111111111111,3.4000000000000004,0.01,0.0006800000000000002,True
0.8911111111111111,3.4000000000000004,1.12,0.0006800000000000002,True
0.8911111111111111,3.4000000000000004,2.23,0.0006800000000000002,True
0.8911111111111111,3.4000000000000004,3.34,0.0008928933333333333,True
0.8911111111111111,4.5,0.01,0.0009000000000000001,True
0.8911111111111111,4.5,1.12,0.0009000000000000001,True
0.8911111111111111,4.5,2.23,0.0009000000000000001,True
0.8911111111111111,4.5,3.34,0.0009000000000000001,True
0.8911111111111111,4.5,4.45,0.0011896333333333334,True
0.8911111111111111,5.6,0.01,0.00112,True
0.8911111111111111,5.6,1.12,0.00112,True
0.8911111111111111,5.6,2.23,0.00112,True
0.8911111111111111,5.6,3.34,0.00112,True
0.8911111111111111,5.6,4.45,0.0011896333333333334,True
0.8911111111111111,5.6,5.5600000000000005,0.0014863733333333334,True
0.8911111111111111,6.7,0.01,0.00134,True
0.8911111111111111,6.7,1.12,0.00134,True
0.8911111111111111,6.7,2.23,0.00134,True
0.8911111111111111,6.7,3.34,0.00134,True
0.8911111111111111,6.7,4.45,0.00134,True
0.8911111111111111,6.7,5.5600000000000005,0.0014863733333333334,True
0.8911111111111111,6.7,6.67,0.0017831133333333334,True
0.8911111111111111,7.800000000000001,0.01,0.0015600000000000002,True
0.8911111111111111,7.800000000000001,1.12,0.0015600000000000002,True
0.8911111111111111,7.800000000000001,2.23,0.0015600000000000002,True
0.8911111111111111,7.800000000000001,3.34,0.0015600000000000002,True
0.8911111111111111,7.800000000000001,4.45,0.0015600000000000002,True
0.8911111111111111,7.800000000000001,5.5600000000000005,0.0015600000000000002,True
0.8911111111111111,7.800000000000001,6.67,0.0017831133333333334,True
0.8911111111111111,7.800000000000001,7.78,0.0020798533333333336,True
0.8911111111111111,8.9,0.01,0.0017800000000000001,True
0.8911111111111111,8.9,1.12,0.0017800000000000001,True
0.8911111111111111,8.9,2.23,0.0017800000000000001,True
0.8911111111111111,8.9,3.34,0.0017800000000000001,True
0.8911111111111111,8.9,4.45,0.0017800000000000001,True
0.8911111111111111,8.9,5.5600000000000005,0.0017800000000000001,True
0.8911111111111111,8.9,6.67,0.0017831133333333334,True
0.8911111111111111,8.9,7.78,0.0020798533333333336,True
0.8911111111111111,8.9,8.89,0.002376593333333334,True
0.8911111111111111,10.0,0.01,0.002,True
0.8911111111111111,10.0,1.12,0.002,True
0.8911111111111111,10.0,2.23,0.002,True
0.8911111111111111,10.0,3.34,0.002,True
0.8911111111111111,10.0,4.45,0.002,True
0.8911111111111111,10.0,5.5600000000000005,0.002,True
0.8911111111111111,10.0,6.67,0.002,True
0.8911111111111111,10.0,7.78,0.0020798533333333336,True
0.8911111111111111,10.0,8.89,0.002376593333333334,True
0.99,0.1,0.01,2e-05,True
0.99,1.2000000000000002,0.01,0.00024000000000000006,True
0.99,1.2000000000000002,1.12,0.00033264000000000004,True
0.99,2.3000000000000003,0.01,0.00046000000000000007,True
0.99,2.3000000000000003,1.12,0.00046000000000000007,True
0.99,2.3000000000000003,2.23,0.00066231,True
0.99,3.4000000000000004,0.01,0.0006800000000000002,True
